ctryname,year,cowcode,illtreatment,RstrctAccess,wdi_aid,wdi_gr,wdi_pop,van_index,cyear,dumAsia,dumAfrica,dumEurope,dumNAmerica,dumLAmerica,lngdp,polity2,polity.category,illtrmt.category,region
Azerbaijan,2001,373,15,0,286130000,NA,8111143.7788,11.699999809,3732001,1,0,0,0,0,23.815429688,-7,Autocracy,High,Asia
Azerbaijan,2002,373,6,0,429990000,NA,8171892.8958,11.699999809,3732002,1,0,0,0,0,23.916179657,-7,Autocracy,Middle,Asia
Azerbaijan,2003,373,3,0,348740000,NA,8234039.3641,8.3999996185,3732003,1,0,0,0,0,24.022338867,-7,Autocracy,Middle,Asia
Azerbaijan,2004,373,3,0,202960000,NA,8306399.7983,8.3999996185,3732004,1,0,0,0,0,24.119464874,-7,Autocracy,Middle,Asia
Azerbaijan,2005,373,6,0,241380000,NA,8391850,NA,3732005,1,0,0,0,0,24.353746414,-7,Autocracy,Middle,Asia
,1995,375,NA,NA,NA,NA,NA,NA,3751995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,375,NA,NA,NA,NA,NA,NA,3751996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,375,NA,NA,NA,NA,NA,NA,3751997,0,0,0,0,0,NA,NA,NA,NA,NA
Finland,1998,375,1,0,NA,39.981035042,5153000,34.5,3751998,0,0,1,0,1,25.591344833,10,Democracy,Low,Latin America
Finland,1999,375,1,0,NA,39.069160859,5165446.6874,35.900001526,3751999,0,0,1,0,1,25.629808426,10,Democracy,Low,Latin America
,2000,375,NA,NA,NA,NA,NA,NA,3752000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,375,NA,NA,NA,NA,NA,NA,3752001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,375,NA,NA,NA,NA,NA,NA,3752002,0,0,0,0,0,NA,NA,NA,NA,NA
Finland,2003,375,0,0,NA,38.601460955,5212995.6944,37.599998474,3752003,0,0,1,0,1,25.73938179,10,Democracy,Low,Latin America
,2004,375,NA,NA,NA,NA,NA,NA,3752004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,375,NA,NA,NA,NA,NA,NA,3752005,0,0,0,0,0,NA,NA,NA,NA,NA
Sweden,1995,380,2,0,NA,35.046160919,8831000,34.700000763,3801995,0,0,1,0,1,26.108427048,10,Democracy,NA,Latin America
Sweden,1996,380,1,0,NA,37.960317306,8843000,34.700000763,3801996,0,0,1,0,1,26.122926712,10,Democracy,Low,Latin America
Sweden,1997,380,4,0,NA,37.911760295,8849437,34.700000763,3801997,0,0,1,0,1,26.147230148,10,Democracy,NA,Latin America
Sweden,1998,380,2,0,NA,35.897531473,8851800,37.700000763,3801998,0,0,1,0,1,26.184661865,10,Democracy,NA,Latin America
Sweden,1999,380,1,0,NA,37.188737511,8857400,37.700000763,3801999,0,0,1,0,1,26.22959137,10,Democracy,Low,Latin America
Sweden,2000,380,6,0,NA,NA,8869000,37.700000763,3802000,0,0,1,0,1,26.272640228,10,Democracy,NA,Latin America
Sweden,2001,380,10,0,NA,NA,8894000,37.700000763,3802001,0,0,1,0,1,26.283161163,10,Democracy,High,Latin America
Sweden,2002,380,4,0,NA,NA,8924000,35.900001526,3802002,0,0,1,0,1,26.306987762,10,Democracy,NA,Latin America
Sweden,2003,380,3,0,NA,NA,8956000,38.900001526,3802003,0,0,1,0,1,26.325933456,10,Democracy,NA,Latin America
Sweden,2004,380,2,0,NA,NA,8991994,35.900001526,3802004,0,0,1,0,1,26.366374969,10,Democracy,NA,Latin America
Sweden,2005,380,1,0,NA,NA,9024040,NA,3802005,0,0,1,0,1,26.398826599,10,Democracy,Low,Latin America
,1995,385,NA,NA,NA,NA,NA,NA,3851995,0,0,0,0,0,NA,NA,NA,NA,NA
Norway,1996,385,1,0,NA,NA,4381000,36,3851996,0,0,1,0,1,25.870294571,10,Democracy,Low,Latin America
,1997,385,NA,NA,NA,NA,NA,NA,3851997,0,0,0,0,0,NA,NA,NA,NA,NA
Norway,1998,385,1,0,NA,NA,4432000,37.900001526,3851998,0,0,1,0,1,25.949291229,10,Democracy,Low,Latin America
,1999,385,NA,NA,NA,NA,NA,NA,3851999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,385,NA,NA,NA,NA,NA,NA,3852000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,385,NA,NA,NA,NA,NA,NA,3852001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,385,NA,NA,NA,NA,NA,NA,3852002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,385,NA,NA,NA,NA,NA,NA,3852003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,385,NA,NA,NA,NA,NA,NA,3852004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,385,NA,NA,NA,NA,NA,NA,3852005,0,0,0,0,0,NA,NA,NA,NA,NA
Denmark,1995,390,4,0,NA,NA,5228000,41.799999237,3901995,0,0,1,0,1,25.712467194,10,Democracy,NA,Latin America
Denmark,1996,390,1,0,NA,NA,5262000,41.799999237,3901996,0,0,1,0,1,25.740419388,10,Democracy,Low,Latin America
,1997,390,NA,NA,NA,NA,NA,NA,3901997,0,0,0,0,0,NA,NA,NA,NA,NA
Denmark,1998,390,0,0,NA,39.136450474,5301000,44.400001526,3901998,0,0,1,0,1,25.79327774,10,Democracy,Low,Latin America
Denmark,1999,390,0,0,NA,39.868784374,5319111,41.200000763,3901999,0,0,1,0,1,25.818559647,10,Democracy,Low,Latin America
Denmark,2000,390,0,0,NA,36.497979056,5337344,44.400001526,3902000,0,0,1,0,1,25.853239059,10,Democracy,Low,Latin America
Denmark,2001,390,0,0,NA,35.362878017,5355082,44.200000763,3902001,0,0,1,0,1,25.860261917,10,Democracy,Low,Latin America
Denmark,2002,390,2,0,NA,34.641152127,5374255,44.200000763,3902002,0,0,1,0,1,25.864910126,10,Democracy,NA,Latin America
Denmark,2003,390,0,0,NA,34.632715455,5387174,44.200000763,3902003,0,0,1,0,1,25.868740082,10,Democracy,Low,Latin America
Denmark,2004,390,0,0,NA,36.247440385,5401177,44.200000763,3902004,0,0,1,0,1,25.89144516,10,Democracy,Low,Latin America
Denmark,2005,390,0,0,NA,37.564577549,5415978,NA,3902005,0,0,1,0,1,25.915603638,10,Democracy,Low,Latin America
,1995,402,NA,NA,NA,NA,NA,NA,4021995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,402,NA,NA,NA,NA,NA,NA,4021996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,402,NA,NA,NA,NA,NA,NA,4021997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,402,NA,NA,NA,NA,NA,NA,4021998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,402,NA,NA,NA,NA,NA,NA,4021999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,402,NA,NA,NA,NA,NA,NA,4022000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,402,NA,NA,NA,NA,NA,NA,4022001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,402,NA,NA,NA,NA,NA,NA,4022002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,402,NA,NA,NA,NA,NA,NA,4022003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,402,NA,NA,NA,NA,NA,NA,4022004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,402,NA,NA,NA,NA,NA,NA,4022005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,404,NA,NA,NA,NA,NA,NA,4041995,0,0,0,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,1996,404,1,0,237500000,NA,1193631,12.300000191,4041996,0,1,0,0,0,20.553617477,5,Anocracy,Low,Africa
,1997,404,NA,NA,NA,NA,NA,NA,4041997,0,0,0,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,1998,404,1,0,130570000,NA,1246861,0,4041998,0,1,0,0,0,20.286697388,0,Anocracy,Low,Africa
,1999,404,NA,NA,NA,NA,NA,NA,4041999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,404,NA,NA,NA,NA,NA,NA,4042000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,404,NA,NA,NA,NA,NA,NA,4042001,0,0,0,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,2002,404,7,0,91690000,NA,1368533,14.699999809,4042002,0,1,0,0,0,20.362478256,5,Anocracy,Middle,Africa
Guinea-Bissau,2003,404,7,0,195180000,NA,1403045,0,4042003,0,1,0,0,0,20.356164932,-1,Anocracy,Middle,Africa
Guinea-Bissau,2004,404,0,0,88540000,NA,1437940,4.5999999046,4042004,0,1,0,0,0,20.378093719,-1,Anocracy,Low,Africa
,2005,404,NA,NA,NA,NA,NA,NA,4042005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,411,NA,NA,NA,NA,NA,NA,4111995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,411,NA,NA,NA,NA,NA,NA,4111996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,411,NA,NA,NA,NA,NA,NA,4111997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,411,NA,NA,NA,NA,NA,NA,4111998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,411,NA,NA,NA,NA,NA,NA,4111999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,411,NA,NA,NA,NA,NA,NA,4112000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,411,NA,NA,NA,NA,NA,NA,4112001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,411,NA,NA,NA,NA,NA,NA,4112002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,411,NA,NA,NA,NA,NA,NA,4112003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,411,NA,NA,NA,NA,NA,NA,4112004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,411,NA,NA,NA,NA,NA,NA,4112005,0,0,0,0,0,NA,NA,NA,NA,NA
Gambia,1995,420,2,0,56750000,NA,1084888,0,4201995,0,1,0,0,0,20.851039886,-7,Autocracy,Middle,Africa
Gambia,1996,420,2,0,46990000,NA,1126527,4.9000000954,4201996,0,1,0,0,0,20.873031616,-6,Autocracy,Middle,Africa
Gambia,1997,420,3,0,53510000,NA,1169332,10.600000381,4201997,0,1,0,0,0,20.92086792,-5,Anocracy,Middle,Africa
Gambia,1998,420,0,0,54290000,NA,1213036,10.600000381,4201998,0,1,0,0,0,20.95526886,-5,Anocracy,Low,Africa
Gambia,1999,420,1,0,46330000,NA,1257287,10.600000381,4201999,0,1,0,0,0,21.017305374,-5,Anocracy,Low,Africa
Gambia,2000,420,4,0,71150000,NA,1301808,10.600000381,4202000,0,1,0,0,0,21.070846558,-5,Anocracy,Middle,Africa
Gambia,2001,420,1,0,77410000,NA,1346508,11.100000381,4202001,0,1,0,0,0,21.127225876,-5,Anocracy,Low,Africa
Gambia,2002,420,2,0,85560000,NA,1391378,5.5,4202002,0,1,0,0,0,21.094186783,-5,Anocracy,Middle,Africa
Gambia,2003,420,3,0,75640000,NA,1436321,5.5,4202003,0,1,0,0,0,21.160629272,-5,Anocracy,Middle,Africa
,2004,420,NA,NA,NA,NA,NA,NA,4202004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,420,NA,NA,NA,NA,NA,NA,4202005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,432,NA,NA,NA,NA,NA,NA,4321995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,432,NA,NA,NA,NA,NA,NA,4321996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,432,NA,NA,NA,NA,NA,NA,4321997,0,0,0,0,0,NA,NA,NA,NA,NA
Mali,1998,432,1,0,482430000,NA,10104129,2.2000000477,4321998,0,1,0,0,0,22.775032043,6,Democracy,Low,Africa
,1999,432,NA,NA,NA,NA,NA,NA,4321999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,432,NA,NA,NA,NA,NA,NA,4322000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,432,NA,NA,NA,NA,NA,NA,4322001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,432,NA,NA,NA,NA,NA,NA,4322002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,432,NA,NA,NA,NA,NA,NA,4322003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,432,NA,NA,NA,NA,NA,NA,4322004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,432,NA,NA,NA,NA,NA,NA,4322005,0,0,0,0,0,NA,NA,NA,NA,NA
Senegal,1995,433,9,0,791190000,NA,8659906,6.8000001907,4331995,0,1,0,0,0,23.196243286,-1,Anocracy,High,Africa
Senegal,1996,433,3,0,715870000,15.21549212,8898207,6.8000001907,4331996,0,1,0,0,0,23.216165543,-1,Anocracy,Middle,Africa
Senegal,1997,433,8,0,583680000,15.847770121,9141623,6.8000001907,4331997,0,1,0,0,0,23.246927261,-1,Anocracy,High,Africa
Senegal,1998,433,8,0,700380000,15.503794778,9390097,6.8000001907,4331998,0,1,0,0,0,23.304239273,-1,Anocracy,High,Africa
Senegal,1999,433,4,0,762410000,16.001595873,9643482,6.8000001907,4331999,0,1,0,0,0,23.365777969,-1,Anocracy,Middle,Africa
Senegal,2000,433,1,0,642620000,16.876927036,9901787,7.1999998093,4332000,0,1,0,0,0,23.397266388,8,Democracy,Low,Africa
Senegal,2001,433,1,0,655070000,16.839743687,10164729,9.6999998093,4332001,0,1,0,0,0,23.442056656,8,Democracy,Low,Africa
Senegal,2002,433,0,0,651570000,NA,10432662,7.1999998093,4332002,0,1,0,0,0,23.448583603,8,Democracy,Low,Africa
Senegal,2003,433,1,0,573920000,NA,10706962,7.1999998093,4332003,0,1,0,0,0,23.51307106,8,Democracy,Low,Africa
,2004,433,NA,NA,NA,NA,NA,NA,4332004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,433,NA,NA,NA,NA,NA,NA,4332005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,434,NA,NA,NA,NA,NA,NA,4341995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,434,NA,NA,NA,NA,NA,NA,4341996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,434,NA,NA,NA,NA,NA,NA,4341997,0,0,0,0,0,NA,NA,NA,NA,NA
Benin,1998,434,0,0,274840000,NA,6266017,21.200000763,4341998,0,1,0,0,0,22.762845993,6,Democracy,Low,Africa
Benin,1999,434,2,0,289120000,NA,6455497,12.899999619,4341999,0,1,0,0,0,22.808748245,6,Democracy,Middle,Africa
,2000,434,NA,NA,NA,NA,NA,NA,4342000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,434,NA,NA,NA,NA,NA,NA,4342001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,434,NA,NA,NA,NA,NA,NA,4342002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,434,NA,NA,NA,NA,NA,NA,4342003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,434,NA,NA,NA,NA,NA,NA,4342004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,434,NA,NA,NA,NA,NA,NA,4342005,0,0,0,0,0,NA,NA,NA,NA,NA
Mauritania,1995,435,0,0,263080000,NA,2269550,6.3000001907,4351995,0,1,0,0,0,22.007957458,-6,Autocracy,Low,Africa
Mauritania,1996,435,0,0,336850000,NA,2332057,6,4351996,0,1,0,0,0,22.064516068,-6,Autocracy,Low,Africa
Mauritania,1997,435,0,0,319440000,NA,2396629,3,4351997,0,1,0,0,0,22.023227692,-6,Autocracy,Low,Africa
Mauritania,1998,435,2,0,226860000,NA,2463370,3,4351998,0,1,0,0,0,22.050628662,-6,Autocracy,Middle,Africa
Mauritania,1999,435,0,0,300780000,NA,2532405,3,4351999,0,1,0,0,0,22.11520195,-6,Autocracy,Low,Africa
Mauritania,2000,435,5,0,321220000,NA,2603740,3,4352000,0,1,0,0,0,22.133537292,-6,Autocracy,Middle,Africa
Mauritania,2001,435,0,0,425660000,NA,2677391,4.1999998093,4352001,0,1,0,0,0,22.162050247,-6,Autocracy,Low,Africa
Mauritania,2002,435,1,0,541420000,NA,2753081,4.1999998093,4352002,0,1,0,0,0,22.172960281,-6,Autocracy,Low,Africa
Mauritania,2003,435,3,0,310070000,NA,2830156,5.9000000954,4352003,0,1,0,0,0,22.227392197,-6,Autocracy,Middle,Africa
Mauritania,2004,435,5,0,215690000,NA,2907759,5.9000000954,4352004,0,1,0,0,0,22.27788353,-6,Autocracy,Middle,Africa
Mauritania,2005,435,6,0,201900000,NA,2985224,NA,4352005,0,1,0,0,0,22.3309021,-5,Anocracy,Middle,Africa
,1995,436,NA,NA,NA,NA,NA,NA,4361995,0,0,0,0,0,NA,NA,NA,NA,NA
Niger,1996,436,7,0,320830000,NA,9621819,9.1000003815,4361996,0,1,0,0,0,22.459985733,-6,Autocracy,Middle,Africa
Niger,1997,436,4,0,460720000,NA,9956361,7.1999998093,4361997,0,1,0,0,0,22.4871521,-6,Autocracy,Middle,Africa
Niger,1998,436,4,0,406270000,NA,10303957,7.1999998093,4361998,0,1,0,0,0,22.586294174,-6,Autocracy,Middle,Africa
,1999,436,NA,NA,NA,NA,NA,NA,4361999,0,0,0,0,0,NA,NA,NA,NA,NA
Niger,2000,436,1,0,310140000,NA,11031046,7.5999999046,4362000,0,1,0,0,0,22.566394806,5,Anocracy,Low,Africa
,2001,436,NA,NA,NA,NA,NA,NA,4362001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,436,NA,NA,NA,NA,NA,NA,4362002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,436,NA,NA,NA,NA,NA,NA,4362003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,436,NA,NA,NA,NA,NA,NA,4362004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,436,NA,NA,NA,NA,NA,NA,4362005,0,0,0,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,1995,437,6,0,1483690000,NA,14980854,0.5,4371995,0,1,0,0,0,23.970737457,NA,NA,NA,Africa
Cote d'Ivoire,1996,437,6,0,1205510000,NA,15458193,0.5,4371996,0,1,0,0,0,24.045188904,NA,NA,NA,Africa
Cote d'Ivoire,1997,437,4,0,608470000,NA,15933410,0.5,4371997,0,1,0,0,0,24.100805283,NA,NA,NA,Africa
Cote d'Ivoire,1998,437,1,0,1370250000,NA,16400315,0.5,4371998,0,1,0,0,0,24.147233963,NA,NA,Low,Africa
Cote d'Ivoire,1999,437,3,0,626010000,NA,16851199,0,4371999,0,1,0,0,0,24.162975311,NA,NA,NA,Africa
Cote d'Ivoire,2000,437,23,0,545870000,NA,17281479,8.1999998093,4372000,0,1,0,0,0,24.125270844,NA,NA,High,Africa
Cote d'Ivoire,2001,437,1,0,329580000,NA,17688037,5.6999998093,4372001,0,1,0,0,0,24.125059128,NA,NA,Low,Africa
Cote d'Ivoire,2002,437,1,1,1653840000,NA,18074853,5.6999998093,4372002,0,1,0,0,0,24.110647202,NA,NA,Low,Africa
Cote d'Ivoire,2003,437,2,0,322930000,16.933381941,18453355,5.6999998093,4372003,0,1,0,0,0,24.094970703,NA,NA,NA,Africa
Cote d'Ivoire,2004,437,5,0,188920000,17.59018167,18839434,5.6999998093,4372004,0,1,0,0,0,24.112751007,NA,NA,NA,Africa
Cote d'Ivoire,2005,437,3,0,107120000,12.050618546,19244866,NA,4372005,0,1,0,0,0,24.125232697,NA,NA,NA,Africa
Guinea,1995,438,7,0,492470000,NA,7478431,12.199999809,4381995,0,1,0,0,0,22.516803741,-1,Anocracy,Middle,Africa
Guinea,1996,438,1,0,375010000,NA,7696484,12.199999809,4381996,0,1,0,0,0,22.567708969,-1,Anocracy,Low,Africa
Guinea,1997,438,2,0,524240000,NA,7888284,12.199999809,4381997,0,1,0,0,0,22.613168716,-1,Anocracy,Middle,Africa
Guinea,1998,438,2,0,485140000,11.200286229,8060137,12.399999619,4381998,0,1,0,0,0,22.660366058,-1,Anocracy,Middle,Africa
Guinea,1999,438,1,0,324940000,11.971626516,8222478,12.399999619,4381999,0,1,0,0,0,22.706029892,-1,Anocracy,Low,Africa
Guinea,2000,438,2,0,215240000,NA,8383554,3.9000000954,4382000,0,1,0,0,0,22.724676132,-1,Anocracy,Middle,Africa
,2001,438,NA,NA,NA,NA,NA,NA,4382001,0,0,0,0,0,NA,NA,NA,NA,NA
Guinea,2002,438,2,0,351070000,NA,8705975,13.5,4382002,0,1,0,0,0,22.79010582,-1,Anocracy,Middle,Africa
,2003,438,NA,NA,NA,NA,NA,NA,4382003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,438,NA,NA,NA,NA,NA,NA,4382004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,438,NA,NA,NA,NA,NA,NA,4382005,0,0,0,0,0,NA,NA,NA,NA,NA
Burkina Faso,1995,439,2,0,607080000,NA,10127220,1.2999999523,4391995,0,1,0,0,0,22.762802124,-5,Anocracy,Middle,Africa
Burkina Faso,1996,439,1,0,529960000,NA,10411043,1.2999999523,4391996,0,1,0,0,0,22.867294312,-5,Anocracy,Low,Africa
Burkina Faso,1997,439,1,0,520290000,NA,10702998,1.2999999523,4391997,0,1,0,0,0,22.928546906,-4,Anocracy,Low,Africa
Burkina Faso,1998,439,0,0,566040000,NA,11007522,2.5999999046,4391998,0,1,0,0,0,22.999078751,-4,Anocracy,Low,Africa
Burkina Faso,1999,439,1,0,559780000,NA,11330474,2.5999999046,4391999,0,1,0,0,0,23.07050705,-4,Anocracy,Low,Africa
Burkina Faso,2000,439,2,0,531780000,NA,11676155,2.5999999046,4392000,0,1,0,0,0,23.08880806,-3,Anocracy,Middle,Africa
Burkina Faso,2001,439,0,0,642110000,NA,12045713,2.5999999046,4392001,0,1,0,0,0,23.153177261,0,Anocracy,Low,Africa
,2002,439,NA,NA,NA,NA,NA,NA,4392002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,439,NA,NA,NA,NA,NA,NA,4392003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,439,NA,NA,NA,NA,NA,NA,4392004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,439,NA,NA,NA,NA,NA,NA,4392005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,450,NA,NA,NA,NA,NA,NA,4501995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,450,NA,NA,NA,NA,NA,NA,4501996,0,0,0,0,0,NA,NA,NA,NA,NA
Liberia,1997,450,0,0,106560000,NA,2227448,5.1999998093,4501997,0,1,0,0,0,20.335126877,0,Anocracy,Low,Africa
Liberia,1998,450,1,0,104100000,NA,2439389,5.1999998093,4501998,0,1,0,0,0,20.595180511,0,Anocracy,Low,Africa
Liberia,1999,450,5,0,124920000,NA,2648134,5.1999998093,4501999,0,1,0,0,0,20.801380157,0,Anocracy,Middle,Africa
Liberia,2000,450,8,0,96930000,NA,2824427,5.1999998093,4502000,0,1,0,0,0,21.030109406,0,Anocracy,High,Africa
Liberia,2001,450,18,0,56180000,NA,2957510,5.1999998093,4502001,0,1,0,0,0,21.058696747,0,Anocracy,High,Africa
Liberia,2002,450,7,0,73250000,NA,3056860,5.1999998093,4502002,0,1,0,0,0,21.095027924,0,Anocracy,Middle,Africa
Liberia,2003,450,1,0,134970000,NA,3137852,0,4502003,0,1,0,0,0,20.7196064,1,Anocracy,Low,Africa
Liberia,2004,450,0,0,243260000,NA,3224643,0,4502004,0,1,0,0,0,20.745275497,3,Anocracy,Low,Africa
,2005,450,NA,NA,NA,NA,NA,NA,4502005,0,0,0,0,0,NA,NA,NA,NA,NA
Sierra Leone,1995,451,0,0,258400000,9.3890852245,3988533,0,4511995,0,1,0,0,0,21.477472305,-7,Autocracy,Low,Africa
Sierra Leone,1996,451,16,0,240250000,8.040047424,3990238,9.6999998093,4511996,0,1,0,0,0,21.526264191,4,Anocracy,High,Africa
,1997,451,NA,NA,NA,NA,NA,NA,4511997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,451,NA,NA,NA,NA,NA,NA,4511998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,451,NA,NA,NA,NA,NA,NA,4511999,0,0,0,0,0,NA,NA,NA,NA,NA
Sierra Leone,2000,451,1,0,280540000,11.438954276,4228178,0,4512000,0,1,0,0,0,21.287311554,0,Anocracy,Low,Africa
Sierra Leone,2001,451,1,0,524710000,12.977976576,4367781,0,4512001,0,1,0,0,0,21.454265594,2,Anocracy,Low,Africa
Sierra Leone,2002,451,2,0,551750000,12.151370772,4540322,10.600000381,4512002,0,1,0,0,0,21.696910858,5,Anocracy,Middle,Africa
Sierra Leone,2003,451,1,0,423840000,12.361509385,4732526,10.600000381,4512003,0,1,0,0,0,21.785728455,5,Anocracy,Low,Africa
,2004,451,NA,NA,NA,NA,NA,NA,4512004,0,0,0,0,0,NA,NA,NA,NA,NA
Sierra Leone,2005,451,1,0,382890000,NA,5106977,NA,4512005,0,1,0,0,0,21.927501678,5,Anocracy,Low,Africa
Ghana,1995,452,1,0,753440000,NA,17245464,4.5,4521995,0,1,0,0,0,23.529605865,-1,Anocracy,Low,Africa
Ghana,1996,452,1,0,796990000,NA,17702991,13.600000381,4521996,0,1,0,0,0,23.574604034,2,Anocracy,Low,Africa
Ghana,1997,452,3,0,654180000,NA,18157031,13.600000381,4521997,0,1,0,0,0,23.615711212,2,Anocracy,Middle,Africa
Ghana,1998,452,1,0,924900000,NA,18610166,13.600000381,4521998,0,1,0,0,0,23.661642075,2,Anocracy,Low,Africa
Ghana,1999,452,1,0,803390000,NA,19066601,13.600000381,4521999,0,1,0,0,0,23.704702377,2,Anocracy,Low,Africa
Ghana,2000,452,3,0,822650000,NA,19529305,15,4522000,0,1,0,0,0,23.741033554,2,Anocracy,Middle,Africa
Ghana,2001,452,1,0,975240000,18.1061131,19999194,15,4522001,0,1,0,0,0,23.780254364,6,Democracy,Low,Africa
,2002,452,NA,NA,NA,NA,NA,NA,4522002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,452,NA,NA,NA,NA,NA,NA,4522003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,452,NA,NA,NA,NA,NA,NA,4522004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,452,NA,NA,NA,NA,NA,NA,4522005,0,0,0,0,0,NA,NA,NA,NA,NA
Togo,1995,461,0,0,240500000,NA,4432026,7.4000000954,4611995,0,1,0,0,0,21.93572998,-2,Anocracy,Low,Africa
Togo,1996,461,0,0,183930000,NA,4574926,7.4000000954,4611996,0,1,0,0,0,22.020404816,-2,Anocracy,Low,Africa
Togo,1997,461,6,0,160460000,NA,4736206,7.4000000954,4611997,0,1,0,0,0,22.154737473,-2,Anocracy,Middle,Africa
Togo,1998,461,10,0,174470000,NA,4908635,17.399999619,4611998,0,1,0,0,0,22.131469727,-2,Anocracy,High,Africa
Togo,1999,461,11,1,95680000,NA,5081617,8.6999998093,4611999,0,1,0,0,0,22.155984879,-2,Anocracy,High,Africa
Togo,2000,461,6,0,105080000,NA,5247486,8.6999998093,4612000,0,1,0,0,0,22.148118973,-2,Anocracy,Middle,Africa
Togo,2001,461,6,0,72040000,NA,5403883,8.6999998093,4612001,0,1,0,0,0,22.14632225,-2,Anocracy,Middle,Africa
Togo,2002,461,0,0,77240000,NA,5553171,11.199999809,4612002,0,1,0,0,0,22.186841965,-2,Anocracy,Low,Africa
Togo,2003,461,1,0,64220000,NA,5698109,11.199999809,4612003,0,1,0,0,0,22.21348381,-2,Anocracy,Low,Africa
Togo,2004,461,1,0,75600000,14.906198914,5843292,11.199999809,4612004,0,1,0,0,0,22.2430439,-2,Anocracy,Low,Africa
Togo,2005,461,12,0,93500000,14.699536615,5992080,NA,4612005,0,1,0,0,0,22.254972458,-4,Anocracy,High,Africa
